,end traj
20312,[-0.01817991 -0.05004098]
20313,[-0.04638348 -0.15268223]
20314,[-0.06345621 -0.25775487]
20315,[-0.06920237 -0.36405862]
20316,[-0.06355525 -0.47037919]
20317,[-0.04657796 -0.57550209]
20318,[-0.0184627  -0.67822648]
20319,[ 0.02047144 -0.77737885]
20320,[ 0.0697821  -0.87182638]
20321,[ 0.12890868 -0.96048984]
20322,[ 0.19717876 -1.04235594]
20323,[ 0.27381574 -1.11648879]
20324,[ 0.3579477  -1.18204063]
20325,[ 0.4486173  -1.23826147]
20326,[ 0.54479275 -1.28450762]
20327,[ 0.64537949 -1.32024904]
20328,[ 0.74923273 -1.34507537]
20329,[ 0.85517046 -1.35870062]
20330,[ 0.96198689 -1.36096641]
20331,[ 1.06846626 -1.35184378]
20332,[ 1.17339661 -1.33143352]
20333,[ 1.27558366 -1.29996503]
20334,[ 1.37386437 -1.25779371]
20335,[ 1.46712019 -1.20539687]
20336,[ 1.55428985 -1.14336836]
20337,[ 1.63438141 -1.07241175]
20338,[ 1.70648356 -0.99333231]
20339,[ 1.76977602 -0.9070279 ]
20340,[ 1.8235389  -0.81447866]
20341,[ 1.86716085 -0.7167359 ]
20342,[ 1.86716085 -0.7167359 ]
20343,[ 1.9001461  -0.61491008]
20344,[ 1.92212002 -0.51015821]
20345,[ 1.93283348 -0.40367061]
20346,[ 1.93216561 -0.29665738]
20347,[ 1.92012523 -0.19033463]
20348,[ 1.89685072 -0.08591058]
20349,[1.86260846 0.01542819]
20350,[1.81778979 0.11253022]
20351,[1.76290654 0.20429234]
20352,[1.69858522 0.28967223]
20353,[1.62555986 0.36770027]
20354,[1.54466367 0.43749061]
20355,[1.45681953 0.49825125]
20356,[1.36302947 0.54929307]
20357,[1.26436327 0.59003769]
20358,[1.16194627 0.62002404]
20359,[1.05694654 0.63891362]
20360,[0.95056157 0.64649437]
20361,[0.84400463 0.64268308]
20362,[0.73849097 0.62752632]
20363,[0.63522391 0.60119992]
20364,[0.53538123 0.564007  ]
20365,[0.44010164 0.51637446]
20366,[0.35047189 0.45884814]
20367,[0.26751435 0.39208662]
20368,[0.19217538 0.3168537 ]
20369,[0.12531451 0.23400969]
20370,[0.06769471 0.14450161]
20371,[0.01997365 0.04935243]
20372,[-0.0173038  -0.05035064]
20373,[-0.04371174 -0.15346848]
20374,[-0.05894811 -0.25882307]
20375,[-0.06283814 -0.36521092]
20376,[-0.05533633 -0.47141674]
20377,[-0.03652697 -0.57622734]
20378,[-0.0066232 -0.6784454]
20379,[ 0.03403546 -0.77690318]
20380,[ 0.08498694 -0.87047573]
20381,[ 0.1456519  -0.95809379]
20382,[ 0.21534035 -1.03875594]
20383,[ 0.29325945 -1.11154   ]
20384,[ 0.37852263 -1.17561355]
20385,[ 0.47015962 -1.23024342]
20386,[ 0.56712752 -1.27480404]
20387,[ 0.66832272 -1.30878453]
20388,[ 0.77259342 -1.3317946 ]
20389,[ 0.87875281 -1.3435689 ]
20390,[ 0.98559252 -1.34397014]
20391,[ 1.09189645 -1.33299058]
20392,[ 1.19645462 -1.31075214]
20393,[ 1.2980769  -1.27750503]
20394,[ 1.39560665 -1.2336249 ]
20395,[ 1.48793382 -1.17960851]
20396,[ 1.57400766 -1.11606812]
20397,[ 1.65284865 -1.04372452]
20398,[ 1.72355969 -0.96339878]
20399,[ 1.7853363  -0.87600291]
20400,[ 1.83747578 -0.78252947]
20401,[ 1.87938524 -0.68404029]
20402,[ 1.87938524 -0.68404029]
20403,[ 1.91058836 -0.58165431]
20404,[ 1.93073076 -0.47653489]
20405,[ 1.93958412 -0.36987653]
20406,[ 1.93704872 -0.26289126]
20407,[ 1.92315458 -0.15679484]
20408,[ 1.89806117 -0.05279288]
20409,[1.86205552 0.04793284]
20410,[1.81554901 0.14423788]
20411,[1.75907265 0.23502819]
20412,[1.69327104 0.31927251]
20413,[1.61889503 0.3960142 ]
20414,[1.53679315 0.46438208]
20415,[1.44790197 0.52360037]
20416,[1.35323539 0.57299756]
20417,[1.25387313 0.61201401]
20418,[1.15094839 0.64020836]
20419,[1.04563498 0.65726257]
20420,[0.93913391 0.66298549]
20421,[0.83265972 0.65731511]
20422,[0.72742665 0.64031918]
20423,[0.62463478 0.61219454]
20424,[0.52545641 0.57326479]
20425,[0.43102263 0.52397664]
20426,[0.34241051 0.46489483]
20427,[0.26063075 0.39669568]
20428,[0.18661625 0.32015937]
20429,[0.12121139 0.23616109]
20430,[0.0651625  0.14566104]
20431,[0.01910929 0.0496935 ]
20432,[-0.01642243 -0.05064497]
20433,[-0.04102669 -0.15420798]
20434,[-0.05442204 -0.25981244]
20435,[-0.05645476 -0.36625197]
20436,[-0.04710054 -0.47231069]
20437,[-0.02646486 -0.57677706]
20438,[ 0.00521831 -0.67845766]
20439,[ 0.0475891  -0.77619085]
20440,[ 0.10016589 -0.86885992]
20441,[ 0.16235076 -0.95540589]
20442,[ 0.23343634 -1.03483952]
20443,[ 0.31261384 -1.10625262]
20444,[ 0.39898227 -1.16882837]
20445,[ 0.49155872 -1.22185063]
20446,[ 0.58928954 -1.26471214]
20447,[ 0.69106237 -1.29692136]
20448,[ 0.79571878 -1.31810814]
20449,[ 0.90206748 -1.32802792]
20450,[ 1.00889792 -1.32656449]
20451,[ 1.11499404 -1.31373133]
20452,[ 1.21914817 -1.28967149]
20453,[ 1.32017474 -1.2546559 ]
20454,[ 1.41692381 -1.20908032]
20455,[ 1.50829421 -1.15346082]
20456,[ 1.593246   -1.08842792]
20457,[ 1.67081242 -1.01471937]
20458,[ 1.74011081 -0.93317179]
20459,[ 1.80035274 -0.84471107]
20460,[ 1.85085294 -0.75034191]
20461,[ 1.89103715 -0.65113631]
20462,[ 1.89103715 -0.65113631]
20463,[ 1.92044863 -0.54822135]
20464,[ 1.93875338 -0.44276641]
20465,[ 1.94574395 -0.33596979]
20466,[ 1.94134178 -0.22904506]
20467,[ 1.92559812 -0.12320728]
20468,[ 1.89869344 -0.01965911]
20469,[1.86093537 0.08042289]
20470,[1.81275519 0.17590161]
20471,[1.75470292 0.26569244]
20472,[1.68744107 0.34877554]
20473,[1.61173706 0.4242075 ]
20474,[1.5284545  0.49113209]
20475,[1.43854336 0.54879   ]
20476,[1.3430291 0.5965275]
20477,[1.24300104 0.6338039 ]
20478,[1.13959992 0.66019767]
20479,[1.03400491 0.67541131]
20480,[0.92742018 0.67927466]
20481,[0.82106117 0.67174691]
20482,[0.71614074 0.65291701]
20483,[0.61385538 0.62300268]
20484,[0.51537153 0.58234796]
20485,[0.42181233 0.53141922]
20486,[0.33424482 0.47079992]
20487,[0.25366776 0.40118389]
20488,[0.18100027 0.32336751]
20489,[0.11707135 0.23824055]
20490,[0.06261044 0.1467761 ]
20491,[0.01823911 0.05001943]
20492,[-0.01553605 -0.05092386]
20493,[-0.03832914 -0.15490051]
20494,[-0.0498794  -0.26072266]
20495,[-0.05005418 -0.36718146]
20496,[-0.03885041 -0.47306077]
20497,[-0.01639468 -0.57715109]
20498,[ 0.01705824 -0.67826326]
20499,[ 0.06112825 -0.77524209]
20500,[ 0.11531433 -0.86697946]
20501,[ 0.17900017 -0.95242697]
20502,[ 0.25146123 -1.03060788]
20503,[ 0.33187299 -1.10062827]
20504,[ 0.41932037 -1.16168715]
20505,[ 0.51280808 -1.21308566]
20506,[ 0.61127206 -1.254235  ]
20507,[ 0.71359152 -1.28466313]
20508,[ 0.81860174 -1.30402018]
20509,[ 0.92510737 -1.31208241]
20510,[ 1.031896   -1.30875475]
20511,[ 1.137752   -1.29407192]
20512,[ 1.24147036 -1.268198  ]
20513,[ 1.34187043 -1.23142458]
20514,[ 1.43780937 -1.18416744]
20515,[ 1.52819515 -1.12696178]
20516,[ 1.61199903 -1.06045617]
20517,[ 1.68826724 -0.98540513]
20518,[ 1.75613188 -0.90266054]
20519,[ 1.81482078 -0.81316193]
20520,[ 1.86366632 -0.7179258 ]
20521,[ 1.90211303 -0.61803399]
20522,[ 1.90211303 -0.61803399]
20523,[ 1.92972392 -0.51462141]
20524,[ 1.94618544 -0.40886307]
20525,[ 1.95131109 -0.3019607 ]
20526,[ 1.94504349 -0.19512909]
20527,[ 1.92745511 -0.08958219]
20528,[1.89874736 0.01348066]
20529,[1.85924837 0.11288844]
20530,[1.80940919 0.20751176]
20531,[1.7497987  0.29627577]
20532,[1.68109709 0.37817233]
20533,[1.60408814 0.45227158]
20534,[1.51965027 0.5177325 ]
20535,[1.42874655 0.57381246]
20536,[1.33241371 0.61987574]
20537,[1.23175032 0.65540072]
20538,[1.12790431 0.67998588]
20539,[1.02205988 0.69335432]
20540,[0.91542396 0.69535692]
20541,[0.80921252 0.68597409]
20542,[0.7046367  0.66531594]
20543,[0.60288899 0.63362105]
20544,[0.50512966 0.59125374]
20545,[0.41247354 0.53869992]
20546,[0.32597732 0.47656159]
20547,[0.2466275 0.4055499]
20548,[0.17532917 0.32647715]
20549,[0.11289565 0.24024744]
20550,[0.06003931 0.14784645]
20551,[0.01736337 0.05033013]
20552,[-0.01464494 -0.05118725]
20553,[-0.03561991 -0.15554585]
20554,[-0.04532157 -0.26155347]
20555,[-0.04363836 -0.3679991 ]
20556,[-0.03058844 -0.47366676]
20557,[-0.00631951 -0.57734931]
20558,[ 0.02889296 -0.67786225]
20559,[ 0.07464878 -0.77405718]
20560,[ 0.13042764 -0.8648349 ]
20561,[ 0.19559505 -0.94915792]
20562,[ 0.26940951 -1.02606231]
20563,[ 0.35103106 -1.09466865]
20564,[ 0.43953074 -1.15419207]
20565,[ 0.53390124 -1.20395116]
20566,[ 0.63306838 -1.2433758 ]
20567,[ 0.7359033  -1.27201358]
20568,[ 0.84123536 -1.289535  ]
20569,[ 0.94786547 -1.29573722]
20570,[ 1.05457976 -1.29054635]
20571,[ 1.16016338 -1.27401831]
20572,[ 1.26341438 -1.2463382 ]
20573,[ 1.36315738 -1.20781816]
20574,[ 1.45825696 -1.15889385]
20575,[ 1.5476306  -1.10011945]
20576,[ 1.63026103 -1.03216139]
20577,[ 1.7052078  -0.95579072]
20578,[ 1.77161801 -0.87187433]
20579,[ 1.828736   -0.78136509]
20580,[ 1.87591201 -0.68529099]
20581,[ 1.91260951 -0.58474341]
20582,[ 1.91260951 -0.58474341]
20583,[ 1.9384114 -0.4808647]
20584,[ 1.95302467 -0.37483518]
20585,[ 1.95628383 -0.26785964]
20586,[ 1.94815272 -0.16115368]
20587,[ 1.92872497 -0.05592982]
20588,[1.8982229  0.04661632]
20589,[1.85699502 0.1453196 ]
20590,[1.80551203 0.2390587 ]
20591,[1.74436147 0.32676884]
20592,[1.67424104 0.40745392]
20593,[1.5959506 0.4801979]
20594,[1.51038315 0.5441752 ]
20595,[1.41851454 0.59866013]
20596,[1.32139245 0.64303515]
20597,[1.2201244  0.67679791]
20598,[1.11586514 0.69956696]
20599,[1.00980351 0.71108612]
20600,[0.90314888 0.71122737]
20601,[0.79711737 0.69999232]
20602,[0.69291802 0.67751222]
20603,[0.59173895 0.64404641]
20604,[0.49473393 0.59997942]
20605,[0.40300911 0.54581653]
20606,[0.31761053 0.48217809]
20607,[0.23951212 0.40979238]
20608,[0.16960465 0.32948734]
20609,[0.10868556 0.24218115]
20610,[0.05744989 0.14887176]
20611,[0.01648234 0.0506255 ]
20612,[-0.01374937 -0.05143504]
20613,[-0.03289984 -0.15614382]
20614,[-0.04074993 -0.2623046 ]
20615,[-0.03720924 -0.36870465]
20616,[-0.02231716 -0.47412846]
20617,[ 0.00375759 -0.57737167]
20618,[ 0.04071889 -0.67725476]
20619,[ 0.08814657 -0.77263649]
20620,[ 0.14550123 -0.8624269 ]
20621,[ 0.21213035 -0.94559976]
20622,[ 0.28727574 -1.0212042 ]
20623,[ 0.3700822  -1.08837559]
20624,[ 0.45960723 -1.14634541]
20625,[ 0.55483177 -1.19444994]
20626,[ 0.65467186 -1.23213786]
20627,[ 0.75799091 -1.25897656]
20628,[ 0.86361272 -1.27465702]
20629,[ 0.97033484 -1.27899734]
20630,[ 1.07694228 -1.27194484]
20631,[ 1.18222137 -1.25357663]
20632,[ 1.28497356 -1.22409876]
20633,[ 1.3840291  -1.18384383]
20634,[ 1.47826034 -1.13326725]
20635,[ 1.56659462 -1.07294202]
20636,[ 1.64802643 -1.00355221]
20637,[ 1.72162894 -0.92588517]
20638,[ 1.78656449 -0.84082254]
20639,[ 1.84209418 -0.74933024]
20640,[ 1.88758627 -0.65244744]
20641,[ 1.92252339 -0.55127471]
20642,[ 1.92252339 -0.55127471]
20643,[ 1.94650841 -0.44696152]
20644,[ 1.95926899 -0.34069311]
20645,[ 1.96066068 -0.23367698]
20646,[ 1.95066853 -0.12712918]
20647,[ 1.92940733 -0.02226041]
20648,[1.89712023 0.07973777]
20649,[1.85417602 0.1777065 ]
20650,[1.80106489 0.27053282]
20651,[1.7383929  0.35716238]
20652,[1.66687499 0.4366114 ]
20653,[1.58732692 0.50797794]
20654,[1.50065594 0.57045214]
20655,[1.40785043 0.62332544]
20656,[1.30996868 0.66599869]
20657,[1.20812681 0.69798894]
20658,[1.10348606 0.71893495]
20659,[0.99723955 0.72860132]
20660,[0.8905987  0.72688116]
20661,[0.78477942 0.71379733]
20662,[0.68098826 0.68950212]
20663,[0.58040867 0.65427559]
20664,[0.48418749 0.60852233]
20665,[0.39342192 0.55276688]
20666,[0.30914699 0.48764772]
20667,[0.23232378 0.41391003]
20668,[0.16382847 0.33239717]
20669,[0.10444236 0.24404109]
20670,[0.05484297 0.14985172]
20671,[0.01559629 0.05090544]
20672,[-0.01284961 -0.05166717]
20673,[-0.03016974 -0.15669422]
20674,[-0.03616587 -0.26297584]
20675,[-0.03076879 -0.36929788]
20676,[-0.01403908 -0.47444573]
20677,[ 0.01383354 -0.57721815]
20678,[ 0.05253241 -0.67644096]
20679,[ 0.10161751 -0.77098044]
20680,[ 0.16053049 -0.8597562 ]
20681,[ 0.22860103 -0.94175355]
20682,[ 0.30505446 -1.01603501]
20683,[ 0.38902061 -1.081751  ]
20684,[ 0.47954371 -1.13814956]
20685,[ 0.5755933  -1.18458487]
20686,[ 0.67607592 -1.2205246 ]
20687,[ 0.77984764 -1.24555605]
20688,[ 0.88572702 -1.25939076]
20689,[ 0.99250863 -1.26186787]
20690,[ 1.09897676 -1.25295588]
20691,[ 1.20391924 -1.2327531 ]
20692,[ 1.30614132 -1.20148644]
20693,[ 1.40447923 -1.15950889]
20694,[ 1.49781344 -1.10729545]
20695,[ 1.58508144 -1.04543776]
20696,[ 1.66528983 -0.97463734]
20697,[ 1.73752565 -0.89569759]
20698,[ 1.80096676 -0.80951463]
20699,[ 1.85489124 -0.71706714]
20700,[ 1.89868556 -0.61940515]
20701,[ 1.93185165 -0.51763809]
20702,[ 1.93185165 -0.51763809]
20703,[ 1.9540125  -0.41292219]
20704,[ 1.9649165  -0.30644726]
20705,[ 1.96444028 -0.19942315]
20706,[ 1.95259014 -0.09306596]
20707,[1.92950197 0.01141578]
20708,[1.89543967 0.11283494]
20709,[1.85079221 0.21003927]
20710,[1.79606913 0.30192454]
20711,[1.73189479 0.38744712]
20712,[1.6590012  0.46563588]
20713,[1.57821973 0.53560325]
20714,[1.49047162 0.59655531]
20715,[1.39675748 0.64780088]
20716,[1.29814589 0.68875936]
20717,[1.19576122 0.71896735]
20718,[1.09077085 0.73808394]
20719,[0.98437182 0.74589458]
20720,[0.87777723 0.74231355]
20721,[0.77220241 0.7273849 ]
20722,[0.66885107 0.70128199]
20723,[0.56890159 0.66430547]
20724,[0.47349357 0.61687989]
20725,[0.38371489 0.55954885]
20726,[0.30058928 0.49296881]
20727,[0.22506467 0.4179016 ]
20728,[0.15800239 0.33520574]
20729,[0.10016735 0.24582669]
20730,[0.05221934 0.15078604]
20731,[0.0147055  0.05116988]
20732,[-0.01194593 -0.05188356]
20733,[-0.02743046 -0.15719688]
20734,[-0.03157081 -0.26356697]
20735,[-0.02431897 -0.36977863]
20736,[-0.00575672 -0.47461849]
20737,[ 0.02390528 -0.57688881]
20738,[ 0.06432994 -0.67542112]
20739,[ 0.1150575  -0.76908955]
20740,[ 0.17551086 -0.85682362]
20741,[ 0.24500208 -0.93762048]
20742,[ 0.32274025 -1.01055633]
20743,[ 0.40784051 -1.0747969 ]
20744,[ 0.49933412 -1.12960703]
20745,[ 0.59617949 -1.17435896]
20746,[ 0.69727404 -1.20853956]
20747,[ 0.80146681 -1.23175613]
20748,[ 0.90757152 -1.24374088]
20749,[ 1.0143801  -1.24435401]
20750,[ 1.12067647 -1.23358526]
20751,[ 1.22525039 -1.21155406]
20752,[ 1.32691122 -1.17850814]
20753,[ 1.42450154 -1.13482074]
20754,[ 1.51691028 -1.08098635]
20755,[ 1.60308543 -1.01761505]
20756,[ 1.68204597 -0.94542558]
20757,[ 1.75289309 -0.86523716]
20758,[ 1.81482044 -0.77796013]
20759,[ 1.86712327 -0.68458561]
20760,[ 1.90920649 -0.58617417]
20761,[ 1.94059145 -0.48384379]
20762,[ 1.94059145 -0.48384379]
20763,[ 1.96092138 -0.37875708]
20764,[ 1.96996548 -0.27210806]
20765,[ 1.9676215  -0.16510856]
20766,[ 1.95391698 -0.05897439]
20767,[1.92900886 0.0450885 ]
20768,[1.89318175 0.14589774]
20769,[1.84684464 0.24230806]
20770,[1.79052627 0.33322428]
20771,[1.72486913 0.41761384]
20772,[1.65062206 0.49451852]
20773,[1.56863179 0.5630654 ]
20774,[1.47983329 0.62247677]
20775,[1.38523906 0.672079  ]
20776,[1.28592767 0.71131023]
20777,[1.18303139 0.73972676]
20778,[1.07772338 0.7570081 ]
20779,[0.97120424 0.76296063]
20780,[0.86468838 0.75751981]
20781,[0.75939019 0.74075091]
20782,[0.65651015 0.71284824]
20783,[0.55722121 0.67413299]
20784,[0.46265541 0.62504954]
20785,[0.37389097 0.56616038]
20786,[0.29194    0.49813974]
20787,[0.217737   0.42176587]
20788,[0.15212818 0.33791221]
20789,[0.09586183 0.24753742]
20790,[0.04957981 0.15167443]
20791,[0.01381022 0.05141874]
20792,[-0.01103862 -0.05208414]
20793,[-0.02468281 -0.15765167]
20794,[-0.02696612 -0.26407781]
20795,[-0.01786174 -0.37014673]
20796,[ 0.00252739 -0.47464667]
20797,[ 0.03396974 -0.57638374]
20798,[ 0.07610786 -0.67419554]
20799,[ 0.12846244 -0.76696438]
20800,[ 0.19043776 -0.85363003]
20801,[ 0.2613285 -0.9332018]
20802,[ 0.34032774 -1.00476982]
20803,[ 0.42653619 -1.06751541]
20804,[ 0.51897243 -1.1207204 ]
20805,[ 0.61658408 -1.16377533]
20806,[ 0.71825977 -1.19618638]
20807,[ 0.82284185 -1.217581  ]
20808,[ 0.92913956 -1.22771215]
20809,[ 1.03594258 -1.22646112]
20810,[ 1.14203482 -1.21383888]
20811,[ 1.24620831 -1.18998596]
20812,[ 1.34727693 -1.15517085]
20813,[ 1.44408993 -1.10978693]
20814,[ 1.53554506 -1.05434798]
20815,[ 1.6206011  -0.98948237]
20816,[ 1.69828973 -0.91592584]
20817,[ 1.76772659 -0.83451318]
20818,[ 1.82812131 -0.74616866]
20819,[ 1.87878657 -0.65189555]
20820,[ 1.91914586 -0.55276465]
20821,[ 1.94874013 -0.44990211]
20822,[ 1.94874013 -0.44990211]
20823,[ 1.96723295 -0.3444766 ]
20824,[ 1.97441438 -0.23768598]
20825,[ 1.97020337 -0.13074368]
20826,[ 1.95464863 -0.02486486]
20827,[1.92792816 0.07874747]
20828,[1.89034714 0.1789161 ]
20829,[1.84233449 0.27450304]
20830,[1.784438   0.36442252]
20831,[1.71731805 0.44765335]
20832,[1.64174012 0.52325053]
20833,[1.55856604 0.59035605]
20834,[1.46874419 0.64820862]
20835,[1.37329869 0.69615239]
20836,[1.27331774 0.73364443]
20837,[1.1699412  0.76026084]
20838,[1.06434762 0.77570167]
20839,[0.95774082 0.77979428]
20840,[0.85133614 0.77249533]
20841,[0.74634664 0.75389127]
20842,[0.64396924 0.72419735]
20843,[0.5453711  0.68375517]
20844,[0.45167633 0.63302879]
20845,[0.36395317 0.57259945]
20846,[0.2832018  0.50315892]
20847,[0.21034301 0.42550167]
20848,[0.14620763 0.34051575]
20849,[0.09152711 0.24917273]
20850,[0.04692518 0.15251662]
20851,[0.01291074 0.05165193]
20852,[-0.01012795 -0.05226886]
20853,[-0.02192765 -0.15805843]
20854,[-0.02235322 -0.26450822]
20855,[-0.01139906 -0.37040209]
20856,[ 0.01081073 -0.47453027]
20857,[ 0.04402385 -0.5757031 ]
20858,[ 0.08786261 -0.67276459]
20859,[ 0.14182825 -0.76460559]
20860,[ 0.20530666 -0.85017642]
20861,[ 0.27757531 -0.92849886]
20862,[ 0.35781155 -0.99867725]
20863,[ 0.44510194 -1.05990874]
20864,[ 0.53845266 -1.11149239]
20865,[ 0.63680085 -1.15283721]
20866,[ 0.73902671 -1.18346884]
20867,[ 0.84396625 -1.20303499]
20868,[ 0.95042458 -1.21130944]
20869,[ 1.0571895  -1.20819463]
20870,[ 1.16304529 -1.19372275]
20871,[ 1.26678662 -1.16805539]
20872,[ 1.36723224 -1.13148169]
20873,[ 1.46323844 -1.08441506]
20874,[ 1.5537121  -1.02738844]
20875,[ 1.63762312 -0.96104827]
20876,[ 1.71401619 -0.8861471 ]
20877,[ 1.78202162 -0.803535  ]
20878,[ 1.84086532 -0.7141499 ]
20879,[ 1.88987757 -0.61900692]
20880,[ 1.92850064 -0.51918675]
20881,[ 1.9562952  -0.41582338]
20882,[ 1.9562952  -0.41582338]
20883,[ 1.97294528 -0.31009118]
20884,[ 1.97826186 -0.2031915 ]
20885,[ 1.97218509 -0.09633898]
20886,[1.95478488 0.00925225]
20887,[1.9262602  0.11238247]
20888,[1.88693671 0.21187995]
20889,[1.83726316 0.3066144 ]
20890,[1.77780617 0.39550976]
20891,[1.70924387 0.4775565 ]
20892,[1.63235809 0.55182316]
20893,[1.54802553 0.61746686]
20894,[1.45720769 0.67374301]
20895,[1.36094    0.72001373]
20896,[1.26031995 0.75575515]
20897,[1.15649463 0.78056334]
20898,[1.05064766 0.79415895]
20899,[0.94398566 0.7963904 ]
20900,[0.83772458 0.78723554]
20901,[0.73307575 0.766802  ]
20902,[0.63123217 0.73532586]
20903,[0.53335487 0.69316907]
20904,[0.44055966 0.64081522]
20905,[0.3539045 0.5788641]
20906,[0.27437734 0.50802484]
20907,[0.20288494 0.42910785]
20908,[0.14024254 0.34301556]
20909,[0.0871645  0.25073215]
20910,[0.04425625 0.15331234]
20911,[0.01200732 0.05186938]
20912,[-0.00921419 -0.05243765]
20913,[-0.01916581 -0.15841705]
20914,[-0.01773351 -0.26485805]
20915,[-0.00493292 -0.37054461]
20916,[ 0.01909078 -0.47426932]
20917,[ 0.05406455 -0.5748471 ]
20918,[ 0.09959058 -0.67112871]
20919,[ 0.15515086 -0.76201389]
20920,[ 0.22011301 -0.84646384]
20921,[ 0.29373757 -0.92351309]
20922,[ 0.37518638 -0.99228047]
20923,[ 0.46353211 -1.05197921]
20924,[ 0.55776887 -1.10192581]
20925,[ 0.65682364 -1.14154792]
20926,[ 0.75956853 -1.17039079]
20927,[ 0.86483357 -1.18812252]
20928,[ 0.97142009 -1.19453776]
20929,[ 1.07811438 -1.18956012]
20930,[ 1.18370149 -1.173243  ]
20931,[ 1.28697906 -1.14576901]
20932,[ 1.38677109 -1.10744787]
20933,[ 1.48194124 -1.05871286]
20934,[ 1.57140586 -1.00011595]
20935,[ 1.65414631 -0.93232144]
20936,[ 1.72922053 -0.85609843]
20937,[ 1.79577383 -0.77231205]
20938,[ 1.85304858 -0.6819136 ]
20939,[ 1.90039289 -0.58592973]
20940,[ 1.93726798 -0.4854507 ]
20941,[ 1.96325437 -0.38161799]
20942,[ 1.96325437 -0.38161799]
20943,[ 1.97805662 -0.27561131]
20944,[ 1.98150674 -0.16863512]
20945,[ 1.97356606 -0.06190493]
20946,[1.95432569 0.04336655]
20947,[1.92400547 0.14598323]
20948,[1.88295151 0.24477927]
20949,[1.83163218 0.33863236]
20950,[1.77063281 0.42647651]
20951,[1.70064903 0.50731419]
20952,[1.62247884 0.58022769]
20953,[1.53701347 0.64438959]
20954,[1.44522731 0.69907218]
20955,[1.34816675 0.74365575]
20956,[1.24693825 0.77763566]
20957,[1.14269578 0.80062807]
20958,[1.03662765 0.81237433]
20959,[0.92994296 0.81274393]
20960,[0.82385783 0.80173595]
20961,[0.71958156 0.77947914]
20962,[0.61830283 0.74623039]
20963,[0.52117617 0.70237182]
20964,[0.4293088  0.64840644]
20965,[0.34374802 0.58495242]
20966,[0.26546929 0.51273601]
20967,[0.19536508 0.43258333]
20968,[0.13423473 0.34541089]
20969,[0.08277535 0.25221519]
20970,[0.04157384 0.15406137]
20971,[0.01110024 0.05207104]
20972,[-0.00829762 -0.05259048]
20973,[-0.01639814 -0.15872741]
20974,[-0.0131084 -0.2651272]
20975,[ 0.00153473 -0.37057427]
20976,[ 0.02736501 -0.47386391]
20977,[ 0.06408878 -0.57381599]
20978,[ 0.11128823 -0.6692884 ]
20979,[ 0.1684262  -0.75919008]
20980,[ 0.23485232 -0.84249342]
20981,[ 0.30981036 -0.918246  ]
20982,[ 0.39244692 -0.98558144]
20983,[ 0.48182108 -1.04372924]
20984,[ 0.57691517 -1.09202357]
20985,[ 0.67664636 -1.1299109 ]
20986,[ 0.77987898 -1.15695624]
20987,[ 0.88543744 -1.17284813]
20988,[ 0.9921197 -1.1774022]
20989,[ 1.09871087 -1.17056325]
20990,[ 1.20399712 -1.15240587]
20991,[ 1.30677948 -1.12313363]
20992,[ 1.4058875 -1.0830767]
20993,[ 1.50019262 -1.03268817]
20994,[ 1.58862096 -0.97253881]
20995,[ 1.67016563 -0.90331061]
20996,[ 1.74389814 -0.82578898]
20997,[ 1.80897903 -0.74085385]
20998,[ 1.86466739 -0.64946959]
20999,[ 1.91032933 -0.55267406]
21000,[ 1.94544521 -0.45156677]
21001,[ 1.96961551 -0.34729636]
21002,[ 1.96961551 -0.34729636]
21003,[ 1.98256544 -0.24104749]
21004,[ 1.98414804 -0.13402738]
21005,[ 1.97434587 -0.02745203]
21006,[1.95327118 0.07746763]
21007,[1.92116468 0.17953952]
21008,[1.87839274 0.27760402]
21009,[1.82544326 0.37054718]
21010,[1.76292009 0.45731336]
21011,[1.69153616 0.53691734]
21012,[1.61210535 0.60845548]
21013,[1.52553323 0.67111603]
